bodyId,type,side,post,nt,group
805548,IN06A016,L,988,gaba,805416
803955,IN12A018,L,2172,acetylcholine,803950
803381,IN06A013,L,1914,gaba,801567
802558,IN19B031,L,2644,acetylcholine,802558
821276,IN07B079,L,345,acetylcholine,806051
818501,IN06A075,L,314,gaba,801520
818120,IN06A075,L,354,gaba,801520
814100,IN07B094_a,L,235,acetylcholine,806264
807241,IN07B094_b,L,417,acetylcholine,807241
911172,IN07B092_a,L,455,acetylcholine,807952
815516,IN08B093,L,568,acetylcholine,815516
808213,IN19B048,L,923,acetylcholine,808213
808076,IN19B048,L,921,acetylcholine,808076
806049,IN08B093,L,440,acetylcholine,806049
801520,IN06A075,L,383,gaba,801520
803138,INXXX146,R,708,gaba,803046
138315,AN07B085,L,329,acetylcholine,119914
119914,AN07B085,L,367,acetylcholine,119914
27490,DNge015,L,713,acetylcholine,23882
804304,INXXX138,L,2060,acetylcholine,803869
803995,IN07B075,L,365,acetylcholine,803995
809892,IN12A035,L,1277,acetylcholine,809892
810951,IN06A075,L,362,gaba,801520
805848,IN19B066,L,916,acetylcholine,805848
20234,DNge175,L,2030,acetylcholine,15483
910013,IN03B070,L,832,gaba,814894
820652,IN07B083_b,L,382,acetylcholine,809324
813584,IN06A075,L,402,gaba,813584
100012,AN07B032,L,1615,acetylcholine,100012
808702,IN06A086,L,819,gaba,808702
809634,IN03B069,L,951,gaba,809118
811942,IN07B096_a,L,316,acetylcholine,811942
803869,INXXX138,R,2165,acetylcholine,803869
807071,IN12A060_a,L,816,acetylcholine,807071
805622,IN06B047,L,1584,gaba,805622
811349,IN07B081,L,956,acetylcholine,811263
91538,AN19B059,L,1054,acetylcholine,91538
815428,IN02A049,R,219,glutamate,804429
808389,IN12A054,R,1561,acetylcholine,808389
816175,IN08B070_b,R,210,acetylcholine,815945
813887,IN08B070_a,R,318,acetylcholine,813887
805302,INXXX142,L,1494,acetylcholine,803261
809713,IN11A034,R,384,acetylcholine,807680
808081,IN11A031,R,1332,acetylcholine,806116
156614,AN06A092,R,780,gaba,156614
18714,AN18B004,R,6443,acetylcholine,18714
814583,IN03B063,R,565,gaba,813247
809434,IN03B060,R,833,gaba,808235
813790,IN03B060,R,811,gaba,808235
813142,IN03B060,R,740,gaba,805868
811412,IN03B060,R,999,gaba,808383
810715,IN06A044,R,1034,gaba,806886
808744,IN06A044,R,1433,gaba,808701
807832,IN06A019,R,1670,gaba,807832
807622,IN06A019,R,1656,gaba,807622
806307,IN16B093,R,609,glutamate,806307
804463,IN07B039,R,846,acetylcholine,804463
803316,IN07B019,R,2567,acetylcholine,803197
808055,IN06A019,R,1770,gaba,808055
805868,IN03B060,R,770,gaba,805868
816967,IN08B093,R,394,acetylcholine,806049
816203,IN08B093,R,439,acetylcholine,812459
813960,IN08B093,R,426,acetylcholine,806049
808964,IN16B063,R,490,glutamate,808964
314801,AN19B098,R,942,acetylcholine,314801
150355,AN11B012,R,1475,gaba,139941
805084,IN07B083_d,R,419,acetylcholine,805084
908617,IN19B055,R,492,acetylcholine,908617
909250,IN06A105,L,363,gaba,817627
813457,IN06A120_b,L,364,gaba,813457
805702,IN03B080,L,798,gaba,805702
804838,IN03B076,L,1041,gaba,804838
802296,IN07B026,L,2097,acetylcholine,802296
116739,AN06A041,R,492,gaba,116739
911917,IN06A108,L,630,gaba,811833
803467,"IN19B045,IN19B052",L,911,acetylcholine,803467
17471,DNg09_b,R,880,acetylcholine,14952
815208,IN06A107,L,392,gaba,812135
812014,IN06A102,L,183,gaba,806558
807251,IN19B083,R,567,acetylcholine,807251
816459,IN02A061,L,207,glutamate,816178
814321,IN03B072,L,756,gaba,805701
535011,AN06A041,L,476,gaba,116739
909613,IN06A136,R,99,gaba,812910
263534,AN19B098,L,760,acetylcholine,263534
907602,IN03B061,L,756,gaba,811160
813964,IN06A083,L,425,gaba,802593
801657,IN17B015,L,2524,gaba,801272
914615,IN06A120_c,L,292,gaba,819948
909128,IN06A096,L,874,gaba,809846
809852,IN06A096,L,889,gaba,801820
805709,"IN19B045,IN19B052",L,916,acetylcholine,803467
809721,IN03B069,R,1111,gaba,809118
808156,IN11A037_b,R,1454,acetylcholine,807228
815924,IN06A116,R,497,gaba,807707
809219,IN07B092_c,R,352,acetylcholine,809219
812288,IN06A127,L,504,gaba,812288
911832,IN03B061,L,1218,gaba,804688
18572,AN06B090,L,1371,gaba,18572
816177,IN06A100,R,173,gaba,816177
812570,IN06A011,R,558,gaba,808717
809669,IN19B083,L,345,acetylcholine,807251
809649,IN07B092_b,R,413,acetylcholine,809649
801404,IN11B002,R,2972,gaba,801404
810742,IN12A035,R,1087,acetylcholine,809892
811896,IN16B099,R,316,glutamate,808746
810579,IN03B069,R,890,gaba,809118
910339,IN19B087,R,472,acetylcholine,811968
812085,IN06A057,R,877,gaba,812085
811495,IN03B076,R,890,gaba,804838
807745,IN19B066,R,536,acetylcholine,803496
802704,IN07B026,R,1895,acetylcholine,802296
153337,AN06A080,R,401,gaba,135809
11872,DNp22,R,4326,acetylcholine,11872
808487,IN16B063,R,723,glutamate,808487
801272,IN17B015,R,1789,gaba,801272
1050366152,"IN19B045,IN19B052",R,918,acetylcholine,803467
817627,IN06A105,R,287,gaba,817627
20753,DNp16_b,R,1073,acetylcholine,20753
817011,IN07B087,R,244,acetylcholine,806353
810005,IN07B075,R,382,acetylcholine,803995
814060,IN07B096_a,R,236,acetylcholine,811942
811263,IN07B081,R,830,acetylcholine,811263
810381,IN12A058,R,679,acetylcholine,810381
125557,AN07B032,R,1505,acetylcholine,100012
821186,IN06A075,L,361,gaba,801520
809221,IN12A058,R,735,acetylcholine,809221
912164,IN02A047,L,304,glutamate,811615
904813,IN19B033,R,5110,acetylcholine,802016
811393,IN07B084,L,748,acetylcholine,811393
810417,IN16B099,L,243,glutamate,810417
809918,IN07B083_d,L,437,acetylcholine,805084
805372,dMS2,L,2903,acetylcholine,805372
21712,DNp16_b,L,955,acetylcholine,20753
258513,DNge093,R,689,acetylcholine,23715
815160,IN03B060,R,736,gaba,814667
804747,IN06A019,R,1747,gaba,804747
802253,IN07B051,R,703,acetylcholine,802253
934793,IN07B081,R,708,acetylcholine,804428
822417,IN03B066,L,304,gaba,817279
811026,IN03B066,L,1243,gaba,809685
812201,IN03B066,L,1217,gaba,809685
801102,IN19A142,L,2870,gaba,801102
801982,IN14B007,R,3076,gaba,801861
83621,AN06A030,R,1281,glutamate,63939
814114,IN03B080,R,681,gaba,811793
817589,IN06A129,R,293,gaba,817589
812604,IN11B019,R,546,gaba,811961
514021,DNg04,R,4302,acetylcholine,14569
808931,IN07B086,R,377,acetylcholine,808931
808746,IN16B099,L,475,glutamate,808746
804054,IN17A057,L,1613,acetylcholine,804054
910612,IN16B063,L,652,glutamate,808964
813744,IN16B099,L,109,glutamate,808770
911703,IN12A058,L,714,acetylcholine,810381
811004,IN11A036,L,532,acetylcholine,806242
940398,IN07B081,L,1044,acetylcholine,810820
816009,IN06A075,R,277,gaba,801520
806242,IN11A036,L,224,acetylcholine,806242
811323,IN11B018,L,547,gaba,811323
800564,IN17A011,L,3038,acetylcholine,800564
815007,IN06A082,R,319,gaba,813528
911091,IN06A075,R,291,gaba,801520
817836,IN03B066,R,284,gaba,817279
518123,AN06B090,R,1052,gaba,18572
935793,IN16B099,R,105,glutamate,808770
808507,IN07B081,R,804,acetylcholine,808507
818452,IN06A140,R,264,gaba,806517
902294,IN17A011,R,2764,acetylcholine,800564
815118,IN11B019,R,303,gaba,812138
814169,IN06A116,R,368,gaba,804164
801922,IN06A102,R,148,gaba,801922
800822,IN17A023,R,4691,acetylcholine,800822
13743,DNg51,R,3171,acetylcholine,13444
13507,DNg51,R,3020,acetylcholine,13444
814852,IN03B063,R,458,gaba,812451
812938,IN03B080,R,674,gaba,805702
809846,IN06A096,R,762,gaba,809846
810074,IN07B081,R,949,acetylcholine,810074
801640,IN01A017,L,3750,acetylcholine,801571
22210,AN06B089,L,4121,gaba,22210
812071,IN07B087,R,361,acetylcholine,806353
810511,IN16B087,R,640,glutamate,809643
809314,IN07B083_c,R,422,acetylcholine,809314
34664,DNge154,R,633,acetylcholine,34664
810226,IN06B087,L,895,gaba,807966
805964,IN06B077,L,1369,gaba,805964
807033,IN06A045,R,1059,gaba,807033
913286,IN06A100,L,239,gaba,813709
817191,IN06A100,L,138,gaba,816177
810697,IN06A076_b,R,340,gaba,803122
814104,IN06A082,L,307,gaba,814104
817561,IN06A122,R,316,gaba,815345
809283,IN06A116,L,510,gaba,804164
326964,DNg12_a,L,749,acetylcholine,23628
42102,DNge108,L,564,acetylcholine,25876
23715,DNge093,L,817,acetylcholine,23715
540462,DNge154,L,576,acetylcholine,34664
27792,DNge093,L,738,acetylcholine,23715
818252,IN06A075,R,283,gaba,801520
819236,IN16B099,R,149,glutamate,810417
812655,IN19B071,L,321,acetylcholine,810094
164157,AN07B085,R,300,acetylcholine,119914
814465,IN11A031,R,856,acetylcholine,813153
804428,IN07B081,L,725,acetylcholine,804428
822288,IN12A063_a,L,195,acetylcholine,819279
814550,IN06A108,L,416,gaba,811833
804712,IN03B070,L,1178,gaba,804712
815962,IN11A036,R,361,acetylcholine,806242
903314,IN06B077,R,1688,gaba,805964
807966,IN06B087,R,1055,gaba,807966
804376,IN07B031,L,847,glutamate,804376
802506,IN11B002,L,3494,gaba,801404
125469,AN07B085,L,349,acetylcholine,125469
811628,IN07B094_b,R,421,acetylcholine,807241
810472,IN03B066,R,1401,gaba,809939
809407,IN06A116,R,478,gaba,804164
808958,IN11A034,L,426,acetylcholine,807680
519400,DNg04,L,3593,acetylcholine,14569
909874,IN06A136,R,248,gaba,812910
811832,IN06A136,R,318,gaba,811832
812138,IN11B019,L,458,gaba,812138
811830,IN07B092_b,L,339,acetylcholine,809649
807250,IN19B072,L,528,acetylcholine,807250
814006,IN19B071,L,474,acetylcholine,810094
805224,IN06A102,L,157,gaba,801922
1051573091,IN08B083_d,R,1093,acetylcholine,805737
27735,DNge110,L,571,acetylcholine,19691
813709,IN06A100,R,188,gaba,813709
809794,IN06A059,L,996,gaba,809794
802887,IN19B002,R,1997,acetylcholine,802887
27626,DNge093,R,774,acetylcholine,23715
816431,IN07B100,R,178,acetylcholine,812555
10664,DNp33,R,2712,acetylcholine,10664
903115,IN03B066,L,409,gaba,817279
803032,IN19B031,R,1952,acetylcholine,802558
906366,IN07B081,L,943,acetylcholine,808507
906655,IN10B023,L,1615,acetylcholine,803193
801138,IN12A006,L,3485,acetylcholine,801138
