s,i,w
817071,129453660,4
817071,909716,4
817071,909390,5
817071,817898,3
817071,813841,4
817071,812482,3
817071,812060,7
817071,811549,3
817071,810395,6
817071,809174,6
817071,808788,4
817071,808434,18
817071,808237,3
817071,807978,4
817071,807851,5
817071,803860,26
817071,802154,3
817071,250291,4
817071,222611,4
817071,184173,6
817071,78326,7
817376,909716,7
817376,811549,3
817376,808934,3
817376,808434,11
817376,807707,4
817376,807202,3
817376,803860,15
817376,223886,5
817376,205202,4
817376,82880,4
810957,819997,4
810957,817315,6
810957,815063,8
810957,812371,6
810957,806821,3
810957,804996,3
810957,803567,3
810957,803261,7
810957,802898,5
810957,801266,4
810957,801204,4
810957,139941,4
810957,21182,3
810957,14121,6
815827,913418,4
815827,908251,8
815827,817794,3
815827,816120,3
815827,816014,6
815827,812476,7
815827,812182,4
815827,811961,4
815827,811715,4
815827,808935,6
815827,808180,6
815827,807330,4
815827,805728,7
815827,805545,3
815827,803034,3
815827,803007,14
815827,188688,7
815827,77245,3
816971,919485,3
816971,913418,6
816971,908251,6
816971,812182,4
816971,811715,4
816971,810704,5
816971,810359,3
816971,809603,3
816971,808180,9
816971,807330,7
816971,806028,3
816971,803007,6
816971,802192,3
816971,85686,4
816971,77245,5
817472,812648,3
817472,812451,6
817472,810530,3
817472,803261,39
817472,802898,8
817472,801870,4
817901,924883,3
817901,902790,4
817901,813153,6
817901,809813,3
817901,809369,4
817901,809118,3
817901,808366,3
817901,807228,4
817901,806116,4
817901,804999,7
817901,803575,8
817901,802766,12
817901,801266,25
817901,800518,4
817901,342502,3
819101,924883,5
819101,813153,8
819101,810944,4
819101,810359,4
819101,809199,3
819101,809059,4
819101,808366,3
819101,808044,3
819101,807423,4
819101,807228,6
819101,806116,3
819101,803609,9
819101,802766,8
819101,801266,16
819101,800518,12
819101,342502,3
819101,77245,4
819101,21182,3
904892,910718,3
904892,908089,3
904892,819997,7
904892,817315,9
904892,816612,3
904892,815063,9
904892,812371,7
904892,811617,9
904892,809496,4
904892,806838,5
904892,803609,4
904892,801571,3
904892,801266,10
904892,801189,4
904892,801125,5
904892,800518,8
904892,35505,4
904892,21182,27
904892,14121,6
904892,10922,5
36718,912300,3
36718,911200,3
36718,907678,4
36718,812184,3
36718,811482,3
36718,810743,3
36718,807660,4
36718,804688,3
36718,109486,3
41670,912300,3
41670,907678,13
41670,814711,3
41670,812184,3
41670,811482,4
41670,811211,3
41670,811073,5
41670,806861,3
41670,188811,6
41670,109486,8
41670,108171,4
48437,933397,3
48437,820900,6
48437,813561,6
48437,805673,8
48437,802566,5
50292,820900,3
50292,814690,3
50292,812173,7
50292,811482,3
50292,811073,3
50292,805673,5
50292,204366,3
50292,74133,7
52279,909171,3
52279,904933,6
52279,904639,5
52279,817559,3
52279,813671,3
52279,813530,5
52279,811818,5
52279,810088,4
52279,809381,5
52279,808206,3
52279,803469,4
52279,802016,4
52279,801107,7
52279,800943,3
57589,910145,6
57589,907678,14
57589,815436,4
57589,222611,3
57589,188811,7
57589,135600,5
57589,101146,3
57655,910145,3
57655,907678,5
57655,906480,3
57655,811775,4
57655,811160,3
57655,810992,3
57655,810855,3
57655,810140,3
57655,804132,3
57655,188811,8
57655,135600,5
57655,116672,4
57720,909171,4
57720,817559,3
57720,817355,4
57720,817053,3
57720,816087,7
57720,813422,3
57720,808396,3
57720,806463,3
57720,806088,3
57720,806051,4
57720,803950,13
57720,803574,4
57720,803469,11
57720,801618,7
57720,801567,5
57720,801141,12
57720,801107,13
57720,63109,3
57720,27135,18
57720,12559,3
58424,933397,4
58424,909716,3
58424,820900,11
58424,812407,4
58424,808788,5
58424,805673,6
58424,802566,4
58424,802092,3
58424,204366,4
58424,94612,3
59144,911200,3
59144,817005,3
59144,812962,4
59144,807202,7
59144,802092,6
59144,204366,11
59144,188811,4
59144,184173,3
59144,170689,3
59144,166366,3
59144,101146,3
59144,45062,3
59144,14121,3
59144,10922,3
61672,907967,4
61672,905303,3
61672,820900,8
61672,813561,3
61672,811549,3
61672,810140,4
61672,809417,3
61672,807202,4
61672,805673,10
61672,802092,3
61672,204366,4
61672,98013,6
61672,94612,7
61672,74133,3
61672,45062,3
61672,10922,4
70454,904639,24
70454,817733,3
70454,817559,5
70454,817053,3
70454,809381,5
70454,808206,4
70454,806051,5
70454,803469,8
70454,801141,7
70454,801107,4
70454,800943,3
70598,904042,11
70598,809272,4
70598,807262,4
70598,805934,4
70598,803567,6
70598,803469,14
70598,802016,4
70598,801141,3
70598,801107,4
70598,800967,5
70598,12559,5
70598,10922,3
75573,907678,4
75573,812962,3
75573,809676,4
75573,804132,3
75573,802092,3
75573,222611,7
75573,188811,4
75573,166366,4
75573,109486,3
75573,90710,6
75573,14121,3
75573,10922,10
78445,909171,10
78445,907676,6
78445,904933,5
78445,904639,15
78445,820457,3
78445,817559,3
78445,816087,5
78445,811754,3
78445,808396,8
78445,806767,3
78445,806463,3
78445,806088,5
78445,806051,5
78445,805416,4
78445,803950,8
78445,803574,5
78445,802633,10
78445,801618,9
78445,801567,3
78445,801141,7
78445,801107,26
78445,12559,11
79510,910145,11
79510,905602,9
79510,904639,7
79510,904042,14
79510,819196,6
79510,813088,3
79510,810820,6
79510,810094,3
79510,808955,10
79510,808953,7
79510,808550,3
79510,808530,7
79510,807782,8
79510,806463,7
79510,804679,3
79510,803950,4
79510,803574,9
79510,803469,3
79510,802184,7
79510,801618,3
79510,801567,7
79510,801141,3
79510,63109,3
79510,23882,3
79510,12559,4
81283,911200,6
81283,815201,5
81283,814805,3
81283,813991,8
81283,813528,3
81283,813127,4
81283,812910,3
81283,812407,11
81283,812184,11
81283,811939,7
81283,811211,3
81283,811210,11
81283,808768,13
81283,806165,3
81283,805884,6
81283,804165,6
81283,204366,6
81283,188811,4
86945,907678,3
86945,810855,5
86945,810140,5
86945,803860,4
86945,802092,6
86945,204366,3
86945,184173,5
86945,90710,5
96040,903400,6
96040,811040,5
96040,808550,3
96040,805487,5
96040,801107,18
96040,800967,6
109763,94612,6
109763,10922,6
109763,909716,8
109763,820900,9
109763,817005,3
109763,814690,6
109763,813561,5
109763,812173,3
109763,812170,4
109763,810855,4
109763,810140,3
109763,808434,4
109763,807202,3
109763,804132,3
109763,802092,3
109763,216011,4
109763,204366,4
109763,158437,3
120242,910145,4
120242,907678,7
120242,906654,3
120242,817005,8
120242,815847,3
120242,814805,3
120242,813991,3
120242,812910,4
120242,812407,6
120242,812184,6
120242,812064,3
120242,811939,5
120242,811210,10
120242,809399,3
120242,808768,9
120242,806165,6
120242,805884,4
120242,804205,4
120242,250291,3
120242,204366,8
120242,188811,16
120242,135600,11
120242,109486,3
120242,108296,4
120242,101146,4
150303,910238,6
150303,907594,8
150303,903400,6
150303,811281,3
150303,811040,9
150303,809272,3
150303,804679,3
150303,800967,8
150303,800799,7
150303,210037,4
150303,169836,4
150303,12559,19
158563,907678,3
158563,811299,5
158563,811073,3
158563,803860,7
158563,802092,11
158563,222611,4
158563,204366,8
158563,184173,4
158563,170689,3
158563,109486,3
158563,82880,6
158563,14569,3
158563,10922,4
173256,907594,3
173256,904042,8
173256,811281,3
173256,809303,6
173256,809272,5
173256,807262,8
173256,803469,3
173256,801107,12
173256,800967,4
173256,12559,15
249650,936263,3
249650,909716,4
249650,820900,5
249650,815965,4
249650,814805,3
249650,814436,5
249650,811549,4
249650,808934,3
249650,808788,4
249650,808434,3
249650,808237,6
249650,807707,3
249650,802092,6
249650,216011,4
249650,82880,5
249650,10922,5
253152,933397,3
253152,909716,8
253152,820900,4
253152,817898,5
253152,812060,3
253152,811775,4
253152,811299,6
253152,808434,3
253152,807202,5
253152,805673,4
253152,803860,5
253152,802712,3
253152,802092,4
253152,223886,3
253152,204366,4
253152,94612,3
253152,82880,3
253152,10922,7
282750,909716,5
282750,811775,4
282750,811549,4
282750,811299,7
282750,808788,3
282750,808434,6
282750,808237,3
282750,807202,5
282750,804164,3
282750,803860,8
282750,802092,3
282750,82880,3
542621,912637,3
542621,907676,3
542621,810575,4
542621,810555,3
542621,810088,5
542621,805673,10
542621,802882,6
814684,907678,3
814684,819660,3
814684,817005,5
814684,811073,3
814684,810140,6
814684,804688,4
814684,802092,6
814684,204366,8
814684,188811,5
814684,108171,4
814684,90710,12
814684,10922,3
89347,1052546574,4
89347,933278,5
89347,910882,10
89347,818206,3
89347,812136,3
89347,811364,6
89347,811352,4
89347,811252,3
89347,811238,10
89347,810486,3
89347,802432,5
119214,919485,4
119214,905303,3
119214,814919,4
119214,814314,5
119214,814281,3
119214,812644,8
119214,812612,5
119214,811252,6
119214,805728,3
119214,805701,4
119214,802566,3
119214,94425,7
119214,81707,10
119214,78341,6
119214,72661,5
119877,913418,5
119877,817579,3
119877,808180,4
119877,807330,9
119877,805728,7
128531,924883,5
128531,909031,3
128531,812612,4
128531,811252,3
128531,809553,5
128531,809106,4
128531,808935,5
128531,806028,3
128531,802192,4
128531,14121,3
133408,935925,3
133408,924901,3
133408,924883,3
133408,902790,10
133408,811510,3
133408,803575,4
133408,802766,11
133408,802533,13
133408,801266,12
133408,801125,4
133408,152914,3
146224,935925,4
146224,902790,3
146224,816612,3
146224,811510,3
146224,810441,3
146224,803575,5
146224,802766,19
146224,802533,4
146224,802399,4
146224,801266,8
147170,902790,5
147170,816612,12
147170,811510,8
147170,809199,5
147170,806060,4
147170,803609,4
147170,803575,5
147170,802766,13
147170,802533,3
147170,801266,19
147170,801125,3
147170,21182,3
148634,932579,7
148634,919485,4
148634,910882,9
148634,909031,8
148634,811559,5
148634,809928,3
148634,809603,5
148634,809579,3
148634,809553,5
148634,809118,6
148634,809019,7
148634,808635,4
148634,808180,5
148634,807330,7
148634,806886,3
148634,806028,3
148634,804540,4
148634,802192,5
148634,11540,3
151156,924901,12
151156,924883,8
151156,902790,3
151156,814790,3
151156,809813,3
151156,807416,5
151156,806116,3
151156,804999,3
151156,802766,7
151156,802533,3
151156,801266,6
151156,204318,3
151156,14121,3
151156,10922,3
153644,932579,6
153644,910882,10
153644,910784,3
153644,904263,4
153644,814521,3
153644,813606,3
153644,811605,7
153644,811559,4
153644,810570,3
153644,809783,3
153644,809603,9
153644,809106,3
153644,808935,6
153644,806886,8
168613,1051211885,3
168613,932579,9
168613,924901,41
168613,912409,5
168613,910882,6
168613,910784,3
168613,817733,4
168613,816216,13
168613,811616,3
168613,811559,6
168613,810227,4
168613,810038,3
168613,809928,5
168613,809783,6
168613,809466,4
168613,808717,5
168613,806886,5
168613,804297,7
168613,802533,4
168613,802432,3
172868,932579,3
172868,910882,14
172868,910784,3
172868,904263,5
172868,816372,3
172868,815768,5
172868,814667,5
172868,814521,3
172868,814284,3
172868,811605,8
172868,811364,4
172868,811152,3
172868,810486,4
172868,810227,5
172868,809248,4
172868,806886,4
172868,802432,14
179610,404805873,3
179610,819997,5
179610,815063,5
179610,812371,6
179610,811617,11
179610,809332,21
179610,807952,3
179610,806838,6
179610,806821,12
179610,227788,11
179610,205625,4
179610,194659,4
179610,168586,4
179610,90756,3
179610,58298,14
179610,48777,3
179610,21182,8
179610,10922,4
199918,810704,7
199918,805728,3
199918,805545,3
199918,803007,9
199918,188688,3
199918,168586,11
199918,913418,4
199918,909031,3
199918,904945,7
199918,817794,4
199918,816120,3
215306,924901,16
215306,904945,3
215306,814919,3
215306,812229,7
215306,811605,3
215306,810227,3
215306,809928,7
215306,809579,3
215306,809553,3
215306,808044,3
215306,806116,4
215306,806028,3
215306,804297,3
215306,802533,8
215306,802192,5
215306,800063,3
215306,204318,3
215306,171693,6
215306,21182,3
254178,818353,6
254178,816553,6
254178,814530,3
254178,811961,3
254178,810818,6
254178,806396,3
254178,803042,3
254178,803007,20
254178,519460,4
254178,168586,9
254178,152565,4
254178,95918,3
254178,95401,3
254178,14121,3
254178,10922,4
258572,819997,5
258572,816612,10
258572,815063,7
258572,812371,4
258572,811617,9
258572,809332,9
258572,807952,6
258572,806838,13
258572,806821,5
258572,800518,3
258572,227788,4
258572,205625,7
258572,168586,4
258572,58298,4
258572,21182,14
258572,14121,9
258572,10922,4
258686,902790,8
258686,809672,4
258686,809199,5
258686,803824,3
258686,803609,5
258686,803575,17
258686,802766,7
258686,802533,3
258686,801266,20
258686,801125,4
258686,171693,3
258686,21182,7
812596,404805873,3
812596,924883,7
812596,905420,3
812596,904945,3
812596,902790,4
812596,813153,15
812596,810441,4
812596,809928,3
812596,809672,3
812596,809369,5
812596,809199,8
812596,809059,7
812596,808366,3
812596,807230,6
812596,806908,4
812596,806838,4
812596,805809,5
812596,803609,4
812596,803575,6
812596,803042,4
812596,802766,11
812596,802410,4
812596,802323,3
812596,801266,46
812596,801189,7
812596,801125,11
812596,800518,5
812596,800071,4
812596,800063,5
812596,572998,5
812596,342502,5
812596,204318,6
812596,171693,7
812596,153256,9
812596,152914,3
812596,139941,4
812596,21182,6
815986,924901,4
815986,924883,4
815986,902790,14
815986,813153,7
815986,809199,4
815986,808366,3
815986,806116,7
815986,804999,6
815986,803575,5
815986,802766,16
815986,802533,3
815986,801266,27
815986,171693,3
815986,153256,3
815986,21182,5
817462,913418,3
817462,814314,3
817462,812612,3
817462,812476,4
817462,810704,5
817462,809603,3
817462,809553,4
817462,808935,3
817462,808180,4
817462,807330,7
817462,806028,3
817462,803007,3
817462,188688,4
817462,146059,4
817462,124222,4
817462,10922,3
175249442,902790,5
175249442,811510,8
175249442,809199,6
175249442,806116,4
175249442,803575,8
175249442,802766,10
175249442,802533,5
175249442,801266,17
175249442,801125,8
175249442,572998,3
175249442,152914,3
175249442,21182,6
82770,919485,4
82770,906193,3
82770,904263,4
82770,815041,4
82770,811352,3
82770,811152,4
82770,810333,6
82770,808776,4
82770,805545,3
82770,804540,6
82770,802566,3
82770,95918,4
82770,94425,5
82770,81566,7
82770,78341,5
82770,72661,3
89046,818353,4
89046,818206,4
89046,816014,3
89046,814281,3
89046,812337,3
89046,811598,4
89046,811352,4
89046,810542,3
89046,805728,3
89046,804540,5
89046,804147,7
89046,520634,7
89046,141369,5
89046,135809,3
89046,124222,4
89046,95918,3
89046,37199,4
89046,14121,3
93068,818353,4
93068,816120,4
93068,816014,4
93068,812451,3
93068,807100,6
93068,804676,4
93068,804540,8
93068,520634,4
93068,205625,4
93068,152565,8
93068,95918,4
93068,94425,5
93068,90756,6
93068,67824,5
93068,37199,3
93068,10922,5
101558,924883,4
101558,812476,3
101558,811252,4
101558,809928,3
101558,805545,4
101558,802192,3
117027,931656,5
117027,924901,3
117027,907826,3
117027,819147,9
117027,814815,4
117027,813482,3
117027,809928,3
117027,802766,5
117027,802533,7
117027,802399,3
117027,801266,14
122489,909031,3
122489,817794,3
122489,814919,4
122489,809106,3
122489,806028,4
122489,802566,3
122489,81707,3
122489,72661,6
122753,912500,8
122753,910882,14
122753,907826,3
122753,904263,3
122753,816372,5
122753,815768,4
122753,814667,3
122753,814521,3
122753,813606,5
122753,812136,4
122753,811605,3
122753,811364,6
122753,810486,5
122753,809783,3
122753,808880,9
122753,808701,5
122753,808635,3
122753,808450,6
122753,808383,5
122753,808241,3
122753,807789,7
122753,806886,10
122753,804536,4
122753,803197,3
122753,124222,3
122753,34649,4
122992,912500,3
122992,911812,3
122992,910882,7
122992,904263,7
122992,816372,5
122992,815345,3
122992,814521,4
122992,813849,4
122992,813606,6
122992,811605,7
122992,809783,7
122992,809466,4
122992,808635,11
122992,807789,9
122992,802432,7
122992,802192,7
137825,912500,9
137825,911812,5
137825,910882,12
137825,904263,3
137825,816372,5
137825,816216,6
137825,815345,6
137825,814521,4
137825,813849,6
137825,812136,6
137825,811605,8
137825,809466,3
137825,808701,5
137825,808450,7
137825,808383,7
137825,807960,3
137825,807839,4
137825,807789,12
137825,806886,3
137825,803197,3
137825,803122,3
137825,802432,16
137825,34649,3
159329,812337,9
159329,811617,5
159329,809332,10
159329,807952,3
159329,806821,5
159329,804015,3
159329,802898,4
159329,801870,3
159329,227788,9
159329,205625,5
159329,194659,17
159329,141369,6
159329,98400,7
159329,95401,3
159329,58298,13
159329,48777,4
165331,936618,4
165331,817167,3
165331,814530,4
165331,812918,4
165331,811616,3
165331,811598,3
165331,809603,3
165331,806886,4
165331,805545,7
165331,168586,3
170770,404805873,4
170770,816612,3
170770,815063,4
170770,811617,8
170770,809332,7
170770,807952,7
170770,806838,11
170770,806821,14
170770,227788,5
170770,168586,3
170770,152565,4
170770,58298,9
170770,48777,3
170770,21182,19
170770,14121,6
184894,924901,10
184894,924883,4
184894,910784,3
184894,909031,3
184894,907759,3
184894,812918,8
184894,812318,8
184894,810024,4
184894,809928,6
184894,809813,3
184894,809603,3
184894,809579,4
184894,809553,5
184894,809466,3
184894,809106,3
184894,809019,3
184894,806816,4
184894,806028,6
184894,804089,3
184894,802192,4
184894,800071,4
218325,124222,9
218325,34649,7
218325,936827,4
218325,933278,8
218325,912500,3
218325,911812,4
218325,910882,4
218325,817167,3
218325,816372,4
218325,814919,3
218325,814667,17
218325,814521,10
218325,814281,3
218325,813606,6
218325,813247,3
218325,812307,4
218325,811793,4
218325,811605,6
218325,811364,3
218325,810570,4
218325,810486,9
218325,810353,5
218325,809783,7
218325,808880,8
218325,808717,8
218325,808701,12
218325,808450,5
218325,808383,7
218325,808241,6
218325,807960,8
218325,804536,3
218325,803197,9
255915,1052546574,7
255915,816553,3
255915,816120,3
255915,811598,3
255915,806396,3
255915,805701,5
255915,803007,10
255915,801861,3
255915,520634,8
255915,519460,3
255915,227788,12
255915,194659,3
255915,168586,7
255915,152565,9
255915,95918,3
255915,94425,4
255915,67824,3
255915,10922,5
261128,819997,4
261128,816612,13
261128,815332,3
261128,815063,5
261128,811617,15
261128,809332,13
261128,806838,12
261128,806821,9
261128,802898,3
261128,227788,11
261128,205625,7
261128,168586,4
261128,95401,5
261128,58298,4
261128,48777,8
261128,21182,8
261128,14121,8
261128,10922,7
816429,924901,9
816429,907826,12
816429,818820,3
816429,813253,4
816429,806353,3
816429,805021,3
816429,804689,9
816429,802092,3
816429,801974,4
816429,801266,18
816429,515785,4
816429,14154,5
817091,404805873,4
817091,908251,3
817091,816553,5
817091,805701,3
817091,803007,21
817091,801861,5
817091,520634,4
817091,227788,4
817091,168586,11
817091,152565,10
817091,14121,4
819678,924883,8
819678,902790,5
819678,808366,4
819678,808044,5
819678,807416,10
819678,804999,3
819678,802766,5
819678,801266,13
819678,139941,3
90679,905602,9
90679,815912,3
90679,815515,6
90679,812962,3
90679,812064,8
90679,808530,3
90679,222611,4
90679,135600,5
90679,114612,11
90679,108296,3
93838,909732,3
93838,819171,8
93838,813463,3
93838,812702,3
93838,811149,3
93838,810575,4
93838,809555,5
93838,808934,4
93838,807851,4
93838,802154,6
93838,204366,5
99350,910103,6
99350,904042,3
99350,903400,10
99350,816712,8
99350,813530,3
99350,808187,6
99350,805487,5
99350,802882,11
99350,801107,11
99350,800799,3
120857,933397,5
120857,909716,4
120857,820900,7
120857,817898,3
120857,813561,3
120857,812170,3
120857,809650,3
120857,809384,4
120857,808934,5
120857,808788,6
120857,802154,8
120857,537947,3
120857,205202,4
120857,118792,3
120857,37071,4
122413,932579,19
122413,912649,3
122413,910882,11
122413,904639,24
122413,819171,5
122413,817733,8
122413,816216,9
122413,812170,5
122413,811423,5
122413,811345,5
122413,810227,6
122413,808235,3
122413,805804,3
122413,804768,5
122413,802432,11
134546,816171,4
134546,815912,4
134546,815515,3
134546,814224,3
134546,812962,3
134546,812064,3
134546,250291,4
134546,114612,5
134546,12559,15
161542,911200,4
161542,814234,4
161542,813784,8
161542,812510,3
161542,812272,3
161542,812170,3
161542,811345,6
161542,811149,7
161542,810227,23
161542,805884,3
161542,802432,6
191517,907594,3
191517,816791,3
191517,816171,5
191517,815912,4
191517,815515,3
191517,808530,4
191517,250291,3
191517,222611,4
191517,114612,4
191517,12559,16
191517,10922,11
281933,933397,3
281933,909390,3
281933,819660,4
281933,810395,3
281933,809140,3
281933,808788,4
281933,808434,5
281933,808187,3
281933,807851,6
281933,805144,4
281933,802882,4
281933,802712,3
281933,802154,8
281933,216011,4
281933,205202,3
281933,118792,3
281933,82880,13
296168,936263,5
296168,910103,8
296168,906481,5
296168,904639,7
296168,818922,7
296168,815806,4
296168,811685,6
296168,811423,12
296168,810575,8
296168,810395,5
296168,810013,10
296168,809384,5
296168,808788,4
296168,808237,4
296168,808206,3
296168,807978,6
296168,807851,4
296168,807580,4
296168,805933,5
296168,805144,7
296168,802154,4
296168,800071,4
296698,903400,3
296698,809174,3
296698,808187,4
296698,807978,3
296698,806974,3
296698,805487,4
296698,804879,3
296698,801107,15
296698,800967,3
296698,800799,3
427343,932579,13
427343,912409,3
427343,911200,3
427343,904639,39
427343,817733,9
427343,816216,4
427343,813784,6
427343,811754,3
427343,810575,3
427343,810555,7
427343,810434,7
427343,810227,3
427343,809351,4
427343,808206,6
427343,124222,4
812914,932579,7
812914,910882,5
812914,910103,4
812914,907676,3
812914,906481,11
812914,904639,33
812914,817733,4
812914,816216,6
812914,816121,3
812914,812170,9
812914,811423,17
812914,811345,3
812914,810575,12
812914,810088,10
812914,809384,4
812914,809351,3
812914,802633,4
812914,802432,4
812914,802154,4
812914,78326,3
816063,809676,3
816063,803860,3
816063,802092,5
816063,222611,5
816063,114612,5
816063,82880,4
816063,10922,9
93955,909392,9
93955,907826,3
93955,816879,4
93955,816860,7
93955,814959,5
93955,814790,7
93955,813482,5
93955,813106,7
93955,811600,6
93955,809019,3
93955,805781,3
93955,801266,8
93955,515785,6
93955,27478,10
93955,931656,6
93955,924901,15
96994,21182,19
96994,931656,7
96994,924901,7
96994,816879,3
96994,816860,3
96994,816612,3
96994,814909,11
96994,814815,3
96994,814790,3
96994,813482,4
96994,813253,4
96994,811600,3
96994,811510,3
96994,809928,5
96994,806088,3
96994,805934,3
96994,805781,4
96994,805548,5
96994,805021,13
96994,804689,4
96994,803955,6
96994,803381,6
96994,802558,5
96994,802399,9
96994,801870,4
96994,801266,22
96994,801125,3
97567,931656,3
97567,821276,3
97567,819147,3
97567,818501,4
97567,818120,4
97567,814959,3
97567,814100,3
97567,808550,3
97567,807241,7
97567,805021,3
97567,802399,14
97567,801974,20
97567,801870,3
97567,801266,8
97567,124222,4
120169,924901,7
120169,911172,5
120169,905420,6
120169,815516,12
120169,815332,4
120169,809928,9
120169,808213,8
120169,808076,5
120169,807952,19
120169,806821,16
120169,806049,13
120169,805021,14
120169,804015,10
120169,803955,11
120169,803381,13
120169,803261,9
120169,802399,5
120169,801974,3
120169,801870,10
120169,801520,3
120169,801125,6
120169,800518,12
120169,67824,4
120169,58298,3
120169,21182,11
120169,404805873,3
133908,905420,4
133908,815516,8
133908,807960,3
133908,807952,12
133908,804015,39
133908,803955,6
133908,803381,12
133908,803138,6
133908,802898,7
133908,802533,9
133908,802399,48
133908,801974,47
133908,801870,13
133908,801520,5
133908,801266,9
133908,801125,4
133908,515785,4
133908,138315,6
133908,119914,9
133908,27490,4
133908,21182,8
143082,818120,5
143082,806821,7
143082,804015,14
143082,803955,3
143082,803381,4
143082,802898,7
143082,802399,17
143082,801974,17
143082,801870,6
143082,21182,3
146485,931656,5
146485,905420,3
146485,816612,5
146485,815516,3
146485,808550,4
146485,806088,5
146485,806060,11
146485,805934,3
146485,805021,7
146485,804304,5
146485,804015,13
146485,803995,4
146485,803955,4
146485,803824,3
146485,803575,3
146485,803381,8
146485,802533,12
146485,802399,33
146485,801974,39
146485,801870,9
146485,801266,22
146485,801125,6
146485,21182,10
146485,11540,5
156308,931656,3
156308,905420,3
156308,902790,4
156308,816612,28
156308,811510,4
156308,809892,6
156308,809672,3
156308,806838,3
156308,806821,14
156308,805934,3
156308,803824,9
156308,803575,3
156308,801974,10
156308,801870,4
156308,801266,8
156308,801125,3
156308,21182,18
161422,911172,5
161422,810951,3
161422,808213,7
161422,808076,6
161422,807952,4
161422,805848,3
161422,805021,5
161422,804015,5
161422,803381,9
161422,803261,8
161422,802898,4
161422,801870,6
161422,800518,3
161422,58298,3
161422,27490,3
161422,21182,3
161422,20234,3
187182,924901,8
187182,910013,6
187182,909392,4
187182,818820,6
187182,816860,5
187182,815345,3
187182,811600,3
187182,808635,4
187182,807241,3
187182,805781,3
187182,804689,7
187182,803122,4
187182,801974,3
187182,801266,17
187182,515785,7
187182,124222,7
516607,924901,4
516607,907826,5
516607,818820,7
516607,818501,3
516607,818120,4
516607,814959,4
516607,808550,3
516607,807241,6
516607,806060,4
516607,805934,4
516607,805021,6
516607,804689,4
516607,804015,4
516607,803955,3
516607,802533,3
516607,802399,13
516607,801974,23
516607,801266,21
516607,801125,3
516607,515785,4
516607,14154,7
812667,931656,10
812667,924901,8
812667,910013,10
812667,821276,5
812667,820652,7
812667,819147,5
812667,818501,3
812667,816879,6
812667,816860,13
812667,814909,8
812667,814790,5
812667,813584,4
812667,813482,6
812667,805934,3
812667,805781,3
812667,805021,10
812667,804689,6
812667,803995,6
812667,803955,4
812667,802558,4
812667,801870,7
812667,801520,9
812667,801266,16
812667,27490,9
812667,27478,4
812667,21182,7
812667,14154,5
146824,100012,7
146824,58298,4
146824,21182,38
146824,905420,7
146824,816612,11
146824,811617,3
146824,809892,5
146824,809672,4
146824,809199,3
146824,806838,5
146824,806821,13
146824,804304,3
146824,802399,3
146824,801974,4
159470,924883,8
159470,817794,4
159470,808702,5
159470,808180,7
159470,808044,3
159470,806028,4
159470,804999,3
159470,804089,4
159470,803034,3
159470,802192,10
159470,34649,11
212840,807416,3
212840,806116,3
212840,802766,11
212840,802533,4
212840,801266,7
212840,572998,3
212840,204318,6
212840,924901,5
212840,924883,16
212840,814790,6
212840,809928,4
212840,809634,3
280007,404805873,4
280007,819997,3
280007,816612,7
280007,811617,5
280007,810944,3
280007,807952,4
280007,807423,3
280007,806838,5
280007,803609,8
280007,803007,5
280007,800518,17
280007,342502,3
280007,227788,13
280007,168586,17
280007,152565,6
280007,139941,3
280007,77245,4
280007,48777,8
280007,21182,12
280007,14121,3
282841,404805873,3
282841,908251,7
282841,819997,7
282841,816612,13
282841,815063,6
282841,812371,8
282841,811942,3
282841,811617,8
282841,807423,4
282841,806838,12
282841,803609,10
282841,803007,3
282841,802766,3
282841,801189,7
282841,800518,21
282841,227788,16
282841,168586,19
282841,90756,3
282841,67824,3
282841,21182,20
287217,905420,4
287217,902790,7
287217,816612,9
287217,810441,4
287217,809672,8
287217,809199,4
287217,806838,4
287217,806821,5
287217,803609,6
287217,803575,5
287217,802898,3
287217,802766,13
287217,802399,4
287217,801266,14
287217,801125,6
287217,800518,4
287217,153256,5
287217,139941,3
287217,21182,7
312400,812337,7
312400,811617,7
312400,809332,11
312400,806821,10
312400,804015,16
312400,803869,3
312400,802898,3
312400,227788,10
312400,205625,9
312400,194659,4
312400,168586,5
312400,98400,5
312400,90756,3
312400,58298,19
403537,814314,3
403537,805728,7
403537,803042,3
403537,803007,28
403537,227788,3
403537,168586,7
403537,152565,7
403537,913418,3
403537,908251,6
403537,818353,3
403537,817579,5
403537,816014,3
495250,816612,4
495250,813153,3
495250,807423,9
495250,807228,5
495250,807071,3
495250,805622,3
495250,803609,8
495250,803007,8
495250,802766,9
495250,800518,7
495250,227788,7
495250,168586,9
495250,85686,4
495250,77245,7
495250,21182,5
816625,816612,3
816625,811349,3
816625,810944,3
816625,810441,5
816625,809199,4
816625,806838,6
816625,803609,7
816625,802898,3
816625,802399,3
816625,801125,9
816625,800518,12
816625,139941,4
816625,21182,19
817316,910718,4
817316,817315,6
817316,815063,6
817316,811617,4
817316,810441,6
817316,809496,4
817316,809199,10
817316,806838,8
817316,805809,5
817316,803609,5
817316,801266,9
817316,801189,3
817316,801125,6
817316,800518,10
817316,21182,28
303754631,404805873,5
303754631,911172,4
303754631,908251,5
303754631,819997,6
303754631,816612,14
303754631,815063,6
303754631,812371,10
