s,i,w
817071,909716,4
817071,817898,3
817071,813841,4
817071,812482,3
817071,811549,3
817071,809174,6
817071,808434,18
817071,808237,3
817071,807978,4
817071,807851,5
817071,803860,26
817071,802154,3
817071,78326,7
817376,909716,7
817376,811549,3
817376,808434,11
817376,807202,3
817376,803860,15
810957,804996,3
810957,803261,7
810957,801266,4
810957,21182,3
815827,908251,8
815827,817794,3
815827,816120,3
815827,816014,6
815827,812476,7
815827,812182,4
815827,811961,4
815827,811715,4
815827,808935,6
815827,808180,6
815827,807330,4
815827,805728,7
815827,805545,3
815827,803007,14
816971,919485,3
816971,908251,6
816971,812182,4
816971,811715,4
816971,810359,3
816971,809603,3
816971,808180,9
816971,807330,7
816971,803007,6
816971,802192,3
817472,812451,6
817472,810530,3
817472,803261,39
817472,801870,4
817901,924883,3
817901,902790,4
817901,813153,6
817901,809813,3
817901,809369,4
817901,809118,3
817901,808366,3
817901,807228,4
817901,806116,4
817901,804999,7
817901,803575,8
817901,802766,12
817901,801266,25
817901,800518,4
817901,342502,3
819101,924883,5
819101,813153,8
819101,810944,4
819101,810359,4
819101,809199,3
819101,809059,4
819101,808366,3
819101,808044,3
819101,807423,4
819101,807228,6
819101,806116,3
819101,803609,9
819101,802766,8
819101,801266,16
819101,800518,12
819101,342502,3
819101,21182,3
904892,910718,3
904892,908089,3
904892,816612,3
904892,809496,4
904892,806838,5
904892,803609,4
904892,801571,3
904892,801266,10
904892,801189,4
904892,800518,8
904892,21182,27
36718,912300,3
36718,911200,3
36718,812184,3
36718,811482,3
36718,810743,3
36718,807660,4
36718,804688,3
41670,912300,3
41670,814711,3
41670,812184,3
41670,811482,4
41670,811211,3
41670,811073,5
48437,933397,3
48437,820900,6
48437,813561,6
48437,802566,5
50292,820900,3
50292,814690,3
50292,812173,7
50292,811482,3
50292,811073,3
52279,909171,3
52279,904933,6
52279,904639,5
52279,817559,3
52279,813671,3
52279,811818,5
52279,809381,5
52279,803469,4
52279,802016,4
52279,801107,7
52279,800943,3
57589,815436,4
57655,811775,4
57655,811160,3
57655,810992,3
57655,810855,3
57655,810140,3
57720,909171,4
57720,817559,3
57720,817355,4
57720,817053,3
57720,816087,7
57720,813422,3
57720,808396,3
57720,806463,3
57720,806088,3
57720,806051,4
57720,803950,13
57720,803469,11
57720,801618,7
57720,801141,12
57720,801107,13
57720,63109,3
57720,27135,18
58424,933397,4
58424,909716,3
58424,820900,11
58424,812407,4
58424,802566,4
58424,802092,3
59144,911200,3
59144,817005,3
59144,807202,7
59144,802092,6
59144,45062,3
61672,907967,4
61672,905303,3
61672,820900,8
61672,813561,3
61672,811549,3
61672,810140,4
61672,809417,3
61672,807202,4
61672,802092,3
61672,45062,3
70454,904639,24
70454,817559,5
70454,817053,3
70454,809381,5
70454,806051,5
70454,803469,8
70454,801141,7
70454,801107,4
70454,800943,3
70598,904042,11
70598,809272,4
70598,807262,4
70598,805934,4
70598,803469,14
70598,802016,4
70598,801141,3
70598,801107,4
70598,800967,5
75573,802092,3
78445,909171,10
78445,904933,5
78445,904639,15
78445,820457,3
78445,817559,3
78445,816087,5
78445,811754,3
78445,808396,8
78445,806767,3
78445,806463,3
78445,806088,5
78445,806051,5
78445,805416,4
78445,803950,8
78445,802633,10
78445,801618,9
78445,801141,7
78445,801107,26
79510,904639,7
79510,904042,14
79510,808955,10
79510,808550,3
79510,808530,7
79510,806463,7
79510,803950,4
79510,803469,3
79510,802184,7
79510,801618,3
79510,801141,3
79510,63109,3
79510,23882,3
81283,911200,6
81283,815201,5
81283,814805,3
81283,813991,8
81283,813127,4
81283,812407,11
81283,812184,11
81283,811939,7
81283,811211,3
81283,811210,11
81283,808768,13
81283,805884,6
86945,810855,5
86945,810140,5
86945,803860,4
86945,802092,6
96040,903400,6
96040,811040,5
96040,808550,3
96040,805487,5
96040,801107,18
96040,800967,6
109763,909716,8
109763,820900,9
109763,817005,3
109763,814690,6
109763,813561,5
109763,812173,3
109763,812170,4
109763,810855,4
109763,810140,3
109763,808434,4
109763,807202,3
109763,802092,3
120242,906654,3
120242,817005,8
120242,815847,3
120242,814805,3
120242,813991,3
120242,812407,6
120242,812184,6
120242,811939,5
120242,811210,10
120242,809399,3
120242,808768,9
120242,805884,4
120242,804205,4
150303,910238,6
150303,907594,8
150303,903400,6
150303,811281,3
150303,811040,9
150303,809272,3
150303,800967,8
150303,169836,4
158563,811299,5
158563,811073,3
158563,803860,7
158563,802092,11
158563,14569,3
173256,907594,3
173256,904042,8
173256,811281,3
173256,809272,5
173256,807262,8
173256,803469,3
173256,801107,12
173256,800967,4
249650,936263,3
249650,909716,4
249650,820900,5
249650,815965,4
249650,814805,3
249650,814436,5
249650,811549,4
249650,808434,3
249650,808237,6
249650,802092,6
253152,933397,3
253152,909716,8
253152,820900,4
253152,817898,5
253152,811775,4
253152,811299,6
253152,808434,3
253152,807202,5
253152,803860,5
253152,802092,4
282750,909716,5
282750,811775,4
282750,811549,4
282750,811299,7
282750,808434,6
282750,808237,3
282750,807202,5
282750,804164,3
282750,803860,8
282750,802092,3
542621,912637,3
542621,810555,3
542621,802882,6
814684,819660,3
814684,817005,5
814684,811073,3
814684,810140,6
814684,804688,4
814684,802092,6
89347,1052546574,4
89347,933278,5
89347,812136,3
89347,811364,6
89347,811352,4
89347,811252,3
89347,811238,10
89347,810486,3
119214,919485,4
119214,905303,3
119214,814919,4
119214,814314,5
119214,814281,3
119214,812644,8
119214,812612,5
119214,811252,6
119214,805728,3
119214,805701,4
119214,802566,3
119877,817579,3
119877,808180,4
119877,807330,9
119877,805728,7
128531,924883,5
128531,812612,4
128531,811252,3
128531,809553,5
128531,809106,4
128531,808935,5
128531,802192,4
133408,935925,3
133408,924901,3
133408,924883,3
133408,902790,10
133408,803575,4
133408,802766,11
133408,802533,13
133408,801266,12
146224,935925,4
146224,902790,3
146224,816612,3
146224,810441,3
146224,803575,5
146224,802766,19
146224,802533,4
146224,802399,4
146224,801266,8
147170,902790,5
147170,816612,12
147170,809199,5
147170,806060,4
147170,803609,4
147170,803575,5
147170,802766,13
147170,802533,3
147170,801266,19
147170,21182,3
148634,919485,4
148634,811559,5
148634,809603,5
148634,809553,5
148634,809118,6
148634,808180,5
148634,807330,7
148634,802192,5
148634,11540,3
151156,924901,12
151156,924883,8
151156,902790,3
151156,814790,3
151156,809813,3
151156,807416,5
151156,806116,3
151156,804999,3
151156,802766,7
151156,802533,3
151156,801266,6
153644,910784,3
153644,904263,4
153644,814521,3
153644,813606,3
153644,811559,4
153644,810570,3
153644,809603,9
153644,809106,3
153644,808935,6
168613,1051211885,3
168613,924901,41
168613,910784,3
168613,811616,3
168613,811559,6
168613,809466,4
168613,808717,5
168613,802533,4
172868,910784,3
172868,904263,5
172868,816372,3
172868,815768,5
172868,814667,5
172868,814521,3
172868,814284,3
172868,811364,4
172868,811152,3
172868,810486,4
179610,807952,3
179610,806838,6
179610,21182,8
199918,805728,3
199918,805545,3
199918,803007,9
199918,904945,7
199918,817794,4
199918,816120,3
215306,924901,16
215306,904945,3
215306,814919,3
215306,812229,7
215306,809553,3
215306,808044,3
215306,806116,4
215306,802533,8
215306,802192,5
215306,800063,3
215306,21182,3
254178,818353,6
254178,814530,3
254178,811961,3
254178,810818,6
254178,806396,3
254178,803042,3
254178,803007,20
258572,816612,10
258572,807952,6
258572,806838,13
258572,800518,3
258572,21182,14
258686,902790,8
258686,809672,4
258686,809199,5
258686,803824,3
258686,803609,5
258686,803575,17
258686,802766,7
258686,802533,3
258686,801266,20
258686,21182,7
812596,924883,7
812596,904945,3
812596,902790,4
812596,813153,15
812596,810441,4
812596,809672,3
812596,809369,5
812596,809199,8
812596,809059,7
812596,808366,3
812596,807230,6
812596,806908,4
812596,806838,4
812596,805809,5
812596,803609,4
812596,803575,6
812596,803042,4
812596,802766,11
812596,802410,4
812596,802323,3
812596,801266,46
812596,801189,7
812596,800518,5
812596,800071,4
812596,800063,5
812596,342502,5
812596,21182,6
815986,924901,4
815986,924883,4
815986,902790,14
815986,813153,7
815986,809199,4
815986,808366,3
815986,806116,7
815986,804999,6
815986,803575,5
815986,802766,16
815986,802533,3
815986,801266,27
815986,21182,5
817462,814314,3
817462,812612,3
817462,812476,4
817462,809603,3
817462,809553,4
817462,808935,3
817462,808180,4
817462,807330,7
817462,803007,3
175249442,902790,5
175249442,809199,6
175249442,806116,4
175249442,803575,8
175249442,802766,10
175249442,802533,5
175249442,801266,17
175249442,21182,6
82770,919485,4
82770,904263,4
82770,815041,4
82770,811352,3
82770,811152,4
82770,810333,6
82770,808776,4
82770,805545,3
82770,802566,3
89046,818353,4
89046,816014,3
89046,814281,3
89046,811598,4
89046,811352,4
89046,810542,3
89046,805728,3
93068,818353,4
93068,816120,4
93068,816014,4
93068,812451,3
93068,807100,6
93068,804676,4
101558,924883,4
101558,812476,3
101558,811252,4
101558,805545,4
101558,802192,3
117027,931656,5
117027,924901,3
117027,907826,3
117027,819147,9
117027,814815,4
117027,813482,3
117027,802766,5
117027,802533,7
117027,802399,3
117027,801266,14
122489,817794,3
122489,814919,4
122489,809106,3
122489,802566,3
122753,912500,8
122753,907826,3
122753,904263,3
122753,816372,5
122753,815768,4
122753,814667,3
122753,814521,3
122753,813606,5
122753,812136,4
122753,811364,6
122753,810486,5
122753,808880,9
122753,808450,6
122753,808383,5
122753,804536,4
122753,803197,3
122992,912500,3
122992,911812,3
122992,904263,7
122992,816372,5
122992,814521,4
122992,813849,4
122992,813606,6
122992,809466,4
122992,802192,7
137825,912500,9
137825,911812,5
137825,904263,3
137825,816372,5
137825,814521,4
137825,813849,6
137825,812136,6
137825,809466,3
137825,808450,7
137825,808383,7
137825,807960,3
137825,803197,3
159329,807952,3
159329,801870,3
165331,936618,4
165331,817167,3
165331,814530,4
165331,811616,3
165331,811598,3
165331,809603,3
165331,805545,7
170770,816612,3
170770,807952,7
170770,806838,11
170770,21182,19
184894,924901,10
184894,924883,4
184894,910784,3
184894,809813,3
184894,809603,3
184894,809553,5
184894,809466,3
184894,809106,3
184894,806816,4
184894,802192,4
184894,800071,4
218325,933278,8
218325,912500,3
218325,911812,4
218325,817167,3
218325,816372,4
218325,814919,3
218325,814667,17
218325,814521,10
218325,814281,3
218325,813606,6
218325,813247,3
218325,812307,4
218325,811793,4
218325,811364,3
218325,810570,4
218325,810486,9
218325,810353,5
218325,808880,8
218325,808717,8
218325,808450,5
218325,808383,7
218325,807960,8
218325,804536,3
218325,803197,9
255915,1052546574,7
255915,816120,3
255915,811598,3
255915,806396,3
255915,805701,5
255915,803007,10
255915,801861,3
261128,816612,13
261128,806838,12
261128,21182,8
816429,924901,9
816429,907826,12
816429,818820,3
816429,813253,4
816429,806353,3
816429,805021,3
816429,804689,9
816429,802092,3
816429,801974,4
816429,801266,18
816429,515785,4
816429,14154,5
817091,908251,3
817091,805701,3
817091,803007,21
817091,801861,5
819678,924883,8
819678,902790,5
819678,808366,4
819678,808044,5
819678,807416,10
819678,804999,3
819678,802766,5
819678,801266,13
90679,808530,3
93838,909732,3
93838,819171,8
93838,812702,3
93838,809555,5
93838,807851,4
93838,802154,6
99350,904042,3
99350,903400,10
99350,808187,6
99350,805487,5
99350,802882,11
99350,801107,11
120857,933397,5
120857,909716,4
120857,820900,7
120857,817898,3
120857,813561,3
120857,812170,3
120857,809650,3
120857,802154,8
122413,912649,3
122413,904639,24
122413,819171,5
122413,812170,5
122413,811345,5
122413,808235,3
122413,805804,3
122413,804768,5
161542,911200,4
161542,814234,4
161542,812510,3
161542,812272,3
161542,812170,3
161542,811345,6
161542,805884,3
191517,907594,3
191517,808530,4
281933,933397,3
281933,819660,4
281933,809140,3
281933,808434,5
281933,808187,3
281933,807851,6
281933,802882,4
281933,802154,8
296168,936263,5
296168,906481,5
296168,904639,7
296168,815806,4
296168,811685,6
296168,810013,10
296168,808237,4
296168,807978,6
296168,807851,4
296168,807580,4
296168,805933,5
296168,802154,4
296168,800071,4
296698,903400,3
296698,809174,3
296698,808187,4
296698,807978,3
296698,806974,3
296698,805487,4
296698,804879,3
296698,801107,15
296698,800967,3
427343,911200,3
427343,904639,39
427343,811754,3
427343,810555,7
427343,810434,7
812914,906481,11
812914,904639,33
812914,816121,3
812914,812170,9
812914,811345,3
812914,802633,4
812914,802154,4
812914,78326,3
816063,803860,3
816063,802092,5
93955,909392,9
93955,907826,3
93955,816879,4
93955,816860,7
93955,814959,5
93955,814790,7
93955,813482,5
93955,813106,7
93955,811600,6
93955,805781,3
93955,801266,8
93955,515785,6
93955,27478,10
93955,931656,6
93955,924901,15
96994,21182,19
96994,931656,7
96994,924901,7
96994,816879,3
96994,816860,3
96994,816612,3
96994,814909,11
96994,814815,3
96994,814790,3
96994,813482,4
96994,813253,4
96994,811600,3
96994,806088,3
96994,805934,3
96994,805781,4
96994,805548,5
96994,805021,13
96994,804689,4
96994,803955,6
96994,802558,5
96994,802399,9
96994,801870,4
96994,801266,22
97567,931656,3
97567,821276,3
97567,819147,3
97567,818501,4
97567,818120,4
97567,814959,3
97567,814100,3
97567,808550,3
97567,807241,7
97567,805021,3
97567,802399,14
97567,801974,20
97567,801870,3
97567,801266,8
120169,924901,7
120169,911172,5
120169,807952,19
120169,805021,14
120169,803955,11
120169,803261,9
120169,802399,5
120169,801974,3
120169,801870,10
120169,801520,3
120169,800518,12
120169,21182,11
133908,807960,3
133908,807952,12
133908,803955,6
133908,802533,9
133908,802399,48
133908,801974,47
133908,801870,13
133908,801520,5
133908,801266,9
133908,515785,4
133908,27490,4
133908,21182,8
143082,818120,5
143082,803955,3
143082,802399,17
143082,801974,17
143082,801870,6
143082,21182,3
146485,931656,5
146485,816612,5
146485,808550,4
146485,806088,5
146485,806060,11
146485,805934,3
146485,805021,7
146485,804304,5
146485,803995,4
146485,803955,4
146485,803824,3
146485,803575,3
146485,802533,12
146485,802399,33
146485,801974,39
146485,801870,9
146485,801266,22
146485,21182,10
146485,11540,5
156308,931656,3
156308,902790,4
156308,816612,28
156308,809892,6
156308,809672,3
156308,806838,3
156308,805934,3
156308,803824,9
156308,803575,3
156308,801974,10
156308,801870,4
156308,801266,8
156308,21182,18
161422,911172,5
161422,810951,3
161422,807952,4
161422,805021,5
161422,803261,8
161422,801870,6
161422,800518,3
161422,27490,3
161422,21182,3
161422,20234,3
187182,924901,8
187182,910013,6
187182,909392,4
187182,818820,6
187182,816860,5
187182,811600,3
187182,807241,3
187182,805781,3
187182,804689,7
187182,801974,3
187182,801266,17
187182,515785,7
516607,924901,4
516607,907826,5
516607,818820,7
516607,818501,3
516607,818120,4
516607,814959,4
516607,808550,3
516607,807241,6
516607,806060,4
516607,805934,4
516607,805021,6
516607,804689,4
516607,803955,3
516607,802533,3
516607,802399,13
516607,801974,23
516607,801266,21
516607,515785,4
516607,14154,7
812667,931656,10
812667,924901,8
812667,910013,10
812667,821276,5
812667,820652,7
812667,819147,5
812667,818501,3
812667,816879,6
812667,816860,13
812667,814909,8
812667,814790,5
812667,813584,4
812667,813482,6
812667,805934,3
812667,805781,3
812667,805021,10
812667,804689,6
812667,803995,6
812667,803955,4
812667,802558,4
812667,801870,7
812667,801520,9
812667,801266,16
812667,27490,9
812667,27478,4
812667,21182,7
812667,14154,5
146824,100012,7
146824,21182,38
146824,816612,11
146824,809892,5
146824,809672,4
146824,809199,3
146824,806838,5
146824,804304,3
146824,802399,3
146824,801974,4
159470,924883,8
159470,817794,4
159470,808702,5
159470,808180,7
159470,808044,3
159470,804999,3
159470,802192,10
212840,807416,3
212840,806116,3
212840,802766,11
212840,802533,4
212840,801266,7
212840,924901,5
212840,924883,16
212840,814790,6
212840,809634,3
280007,816612,7
280007,810944,3
280007,807952,4
280007,807423,3
280007,806838,5
280007,803609,8
280007,803007,5
280007,800518,17
280007,342502,3
