s,i,w
63807,166263,9
63807,154109,3
63807,44855,3
63807,25517,5
63807,24995,3
63807,24036,3
63807,23691,3
63807,22967,4
63807,22881,3
63807,22338,3
63807,21288,5
63807,20371,3
63807,19036,3
63807,17606,3
63807,17481,5
63807,15625,3
63807,15276,5
63807,14479,6
63807,14345,4
63807,14138,3
63807,12562,35
63807,12236,6
63807,11040,4
63807,10334,7
10863,157694,15
10863,155137,14
10863,154599,4
10863,29571,5
10863,27187,12
10863,26518,4
10863,25532,3
10863,25260,4
10863,23825,6
10863,23275,6
10863,22731,5
10863,17497,4
10863,17170,4
10863,13109,22
10863,11040,10
10863,10510,3
10863,10366,10
11230,157694,7
11230,155137,4
11230,154219,6
11230,29571,4
11230,23825,8
11230,23709,3
11230,23208,6
11230,22731,13
11230,21396,8
11230,19653,6
11230,17497,15
11230,17170,3
11230,13377,12
11230,13353,4
11230,13220,3
11230,13109,37
11230,11040,13
11230,10366,14
11230,10073,13
11705,24995,6
11705,23208,17
11705,22666,8
11705,21703,4
11705,21164,6
11705,20149,4
11705,20027,5
11705,19653,3
11705,18164,5
11705,13381,3
11705,13377,15
11705,13353,12
11705,13220,6
11705,13109,5
11705,11040,20
11705,10366,22
11705,10132,5
11705,10073,33
11773,171422,3
11773,154599,6
11773,29571,4
11773,26518,4
11773,24036,4
11773,23208,4
11773,22666,6
11773,22301,8
11773,21251,4
11773,20027,3
11773,19653,3
11773,19310,5
11773,18895,4
11773,16606,5
11773,15945,4
11773,15276,19
11773,14345,3
11773,13872,8
11773,13377,7
11773,13353,6
11773,12562,15
11773,12236,5
11773,11702,3
11773,11040,27
11773,10510,8
11773,10366,18
11773,10073,21
12081,23709,3
12081,23548,5
12081,23434,3
12081,22705,4
12081,22080,4
12081,21455,3
12081,21418,3
12081,21164,3
12081,20677,7
12081,20027,5
12081,19310,3
12081,19303,6
12081,19036,16
12081,18164,5
12081,17481,8
12081,17108,4
12081,16070,5
12081,15565,8
12081,13872,4
12081,13377,3
12081,13126,3
12081,12906,7
12081,12821,3
12081,12656,4
12081,12562,34
12081,12236,4
12081,11040,15
12081,10510,4
12081,10366,10
12081,10132,3
12081,10073,20
12297,172682,6
12297,159325,10
12297,159160,3
12297,155337,3
12297,28331,3
12297,26053,5
12297,25259,7
12297,24512,4
12297,24483,3
12297,23709,4
12297,23475,15
12297,23275,6
12297,22731,4
12297,22641,15
12297,22406,19
12297,22301,8
12297,21713,5
12297,21573,7
12297,21455,4
12297,21396,15
12297,21088,5
12297,20573,3
12297,19884,4
12297,19817,8
12297,19553,10
12297,18490,5
12297,17589,6
12297,16214,10
12297,15910,4
12297,13350,9
12297,13109,31
12355,166320,3
12355,155137,3
12355,29591,5
12355,29571,6
12355,27891,6
12355,27187,32
12355,26518,8
12355,26137,3
12355,25260,3
12355,24539,8
12355,24356,3
12355,23275,3
12355,19653,4
12355,17170,4
12355,16440,3
12355,14479,10
12355,14182,4
12355,13587,8
12355,13381,3
12355,13109,7
12355,12236,10
12355,11040,23
12355,10667,9
12355,10510,9
12355,10366,3
12664,156948,6
12664,154599,5
12664,27042,6
12664,26518,3
12664,25244,4
12664,24356,3
12664,22705,3
12664,22666,16
12664,22301,6
12664,22080,4
12664,20149,4
12664,20027,4
12664,19303,3
12664,19036,5
12664,18164,10
12664,17768,6
12664,15276,5
12664,14479,5
12664,14345,3
12664,13872,7
12664,13220,3
12664,13126,3
12664,12842,3
12664,12562,21
12664,12236,10
12664,11040,26
12664,10510,16
12664,10366,4
12664,10132,6
12664,10073,6
12781,156948,4
12781,24763,5
12781,21703,9
12781,21455,3
12781,20677,9
12781,20388,3
12781,19589,3
12781,19303,5
12781,19036,4
12781,18895,7
12781,18164,3
12781,18063,7
12781,17481,13
12781,16070,4
12781,15625,7
12781,14403,14
12781,13872,6
12781,13496,4
12781,13381,5
12781,12840,9
12781,12656,5
12781,12591,10
12781,12562,30
12781,12236,27
12781,11702,4
12781,11040,9
12781,10073,6
13097,163396,4
13097,159210,4
13097,159160,3
13097,156404,4
13097,154709,5
13097,152816,10
13097,101335,5
13097,100541,3
13097,29384,3
13097,28331,11
13097,25017,8
13097,24512,8
13097,21873,6
13097,21623,5
13097,21396,8
13097,21088,4
13097,20730,5
13097,19884,4
13097,19817,12
13097,19780,3
13097,19553,13
13097,17811,4
13097,17589,4
13097,17078,8
13097,16455,18
13097,16240,12
13097,16214,9
13097,15900,5
13097,15600,5
13097,15307,5
13097,14743,3
13097,13895,3
13097,13305,6
13097,13094,4
13097,11700,5
13391,43933,4
13391,30443,7
13391,30239,3
13391,25744,8
13391,25158,6
13391,24221,9
13391,23969,6
13391,20913,4
13391,20670,8
13391,19935,7
13391,19688,5
13391,18872,5
13391,18666,4
13391,18513,7
13391,17723,5
13391,16454,12
13391,15440,6
13391,15207,3
13391,14377,4
13391,12858,3
13391,11182,4
13961,163396,3
13961,159210,12
13961,24045,3
13961,23475,8
13961,23275,3
13961,22731,3
13961,22641,10
13961,22406,13
13961,21713,6
13961,19817,11
13961,19688,4
13961,19553,8
13961,17943,3
13961,17589,4
13961,16826,3
13961,16214,9
13961,15600,3
13961,14261,3
13961,13503,3
13961,13350,6
13961,13290,3
14414,166320,6
14414,154599,6
14414,101336,10
14414,27891,6
14414,27187,27
14414,26518,3
14414,25532,3
14414,24539,4
14414,24153,7
14414,22967,14
14414,22338,5
14414,21288,6
14414,17768,4
14414,16440,8
14414,14479,17
14414,14182,8
14414,13587,3
14414,12562,5
14414,12236,6
14414,11702,5
14414,11040,46
14414,10667,8
14414,10510,6
14490,28262,7
14490,22705,12
14490,19310,4
14490,16606,5
14490,14639,4
14490,14448,12
14490,13872,7
14490,13587,5
14490,13497,4
14490,13381,6
14490,13353,3
14490,11040,23
14490,10366,4
14490,10132,27
14490,10073,3
14831,159325,5
14831,155137,16
14831,153509,8
14831,28122,3
14831,27187,9
14831,24740,4
14831,24729,6
14831,24539,14
14831,24045,3
14831,23673,4
14831,23475,3
14831,23275,7
14831,21573,9
14831,21172,4
14831,19884,6
14831,17943,3
14831,17814,4
14831,16152,5
14831,16025,18
14831,13290,10
14831,13109,10
14921,153509,15
14921,43933,3
14921,41002,5
14921,30443,3
14921,28122,4
14921,27187,8
14921,25744,4
14921,25158,5
14921,24221,16
14921,23969,9
14921,23673,3
14921,22766,3
14921,20770,3
14921,20670,9
14921,19935,7
14921,19688,5
14921,18872,4
14921,18513,3
14921,17943,4
14921,17811,4
14921,17723,13
14921,16700,4
14921,16454,3
14921,16152,4
14921,16025,3
14921,15207,4
14921,14377,3
14921,14345,5
14921,13290,5
14921,12573,3
14921,12112,5
14921,11917,3
14921,11138,3
14968,166320,6
14968,154599,10
14968,27187,35
14968,24763,3
14968,24740,3
14968,24036,8
14968,19884,3
14968,16085,4
14968,14479,7
14968,13587,13
14968,13496,6
14968,13381,5
14968,13353,3
14968,12236,3
14968,11040,14
14968,10667,3
14968,10510,10
14969,166263,9
14969,162396,4
14969,25770,6
14969,24995,5
14969,24036,6
14969,23577,4
14969,22666,3
14969,22338,4
14969,21288,8
14969,21099,4
14969,20371,6
14969,19303,13
14969,19036,5
14969,18895,3
14969,18164,4
14969,17768,4
14969,14479,7
14969,14345,6
14969,13126,4
14969,12821,4
14969,12562,43
14969,12236,14
14969,11040,5
15427,33421186597,4
15427,171422,28
15427,157963,23
15427,156686,3
15427,155137,4
15427,102677,24
15427,42067,5
15427,28719,3
15427,28106,3
15427,25017,3
15427,23275,3
15427,22705,11
15427,22660,7
15427,21960,16
15427,21644,4
15427,20371,3
15427,20143,4
15427,19310,3
15427,19026,8
15427,18786,3
15427,18499,6
15427,17822,6
15427,16423,7
15427,16255,7
15427,15945,20
15427,14448,21
15427,14295,12
15427,13872,6
15427,13667,4
15427,13552,4
15427,13220,19
15427,13109,9
15427,13026,16
15427,12906,27
15427,12840,12
15427,12591,8
15427,12236,23
15427,11040,10
15427,10177,6
15714,171422,34
15714,164554,3
15714,159065,5
15714,157694,3
15714,156686,4
15714,155137,6
15714,152857,5
15714,28262,3
15714,25532,3
15714,25260,4
15714,24740,3
15714,23825,4
15714,23208,5
15714,22705,14
15714,22080,5
15714,21455,3
15714,20388,3
15714,19653,3
15714,19310,4
15714,18247,16
15714,17497,10
15714,17170,7
15714,17108,6
15714,14971,4
15714,14524,6
15714,14295,6
15714,13678,4
15714,13587,5
15714,13381,5
15714,13377,4
15714,13353,4
15714,13220,24
15714,13109,23
15714,13026,14
15714,12906,17
15714,12842,3
15714,12840,12
15714,12562,3
15714,11344,3
15714,11040,31
15714,10366,5
15714,10132,27
15714,10073,11
15790,166420,3
15790,158132,4
15790,35564,6
15790,35511,4
15790,33631,3
15790,30443,7
15790,28122,4
15790,27187,7
15790,27092,6
15790,24221,9
15790,24112,6
15790,23969,6
15790,23589,6
15790,20863,3
15790,20670,3
15790,20348,3
15790,19935,10
15790,19688,8
15790,18872,8
15790,18513,4
15790,17943,6
15790,17606,3
15790,16454,6
15790,16025,12
15790,15207,4
15790,14377,6
15790,14345,4
15790,14254,7
15790,13126,4
15790,12573,8
15790,12112,3
15790,11182,3
15886,159325,4
15886,158788,3
15886,155337,4
15886,155137,8
15886,153509,5
15886,27966,3
15886,27187,15
15886,27092,5
15886,26372,4
15886,25017,4
15886,24539,18
15886,23673,8
15886,23475,5
15886,23275,3
15886,22881,6
15886,20348,3
15886,20175,6
15886,19688,4
15886,18514,7
15886,16826,7
15886,16152,3
15886,16025,28
15886,14250,3
15886,14182,4
15886,13496,4
15886,13290,15
15886,13109,5
16061,166420,3
16061,43240,16
16061,24363,3
16061,23534,6
16061,23208,7
16061,21503,9
16061,21240,3
16061,18899,30
16061,18786,6
16061,16686,26
16061,16423,26
16061,14448,4
16061,13915,5
16061,13552,8
16061,13456,3
16688,157694,3
16688,102678,14
16688,29571,9
16688,28262,3
16688,23928,5
16688,23825,4
16688,22731,8
16688,21455,4
16688,21396,8
16688,19653,5
16688,17497,4
16688,17170,6
16688,13109,12
16688,11040,17
16688,10132,3
16863,162396,5
16863,154599,3
16863,152548,3
16863,101336,7
16863,24763,6
16863,21172,4
16863,19303,3
16863,14479,26
16863,13587,5
16863,12562,6
16863,12236,5
16863,11040,27
16863,10667,7
16863,10510,3
16863,10366,5
17012,172682,3
17012,25241,4
17012,24740,9
17012,24512,9
17012,23709,11
17012,23475,8
17012,23275,5
17012,22641,8
17012,22406,10
17012,21455,8
17012,21396,26
17012,19884,3
17012,19817,11
17012,19553,11
17012,19157,4
17012,16025,4
17012,15910,5
17012,13350,7
17012,13109,39
17012,12562,3
17313,162396,3
17313,154599,12
17313,152548,3
17313,101336,11
17313,25532,3
17313,24995,3
17313,24036,6
17313,23577,6
17313,22967,4
17313,21288,5
17313,21099,4
17313,20371,4
17313,19303,8
17313,17768,6
17313,14479,9
17313,14345,4
17313,14182,4
17313,12562,24
17313,12236,15
17313,11040,33
17313,10510,8
17313,10366,5
17784,166263,6
17784,162396,5
17784,26819,3
17784,24036,5
17784,23577,4
17784,22338,7
17784,21288,5
17784,21099,5
17784,20371,12
17784,19303,10
17784,19036,3
17784,18895,3
17784,17768,6
17784,17481,4
17784,17191,3
17784,17108,6
17784,16070,3
17784,14479,16
17784,14345,5
17784,13872,3
17784,13126,3
17784,12821,3
17784,12562,38
17784,12236,11
17784,11040,20
17821,24036,4
17821,22955,3
17821,20371,4
17821,19310,10
17821,19303,5
17821,18899,3
17821,16686,4
17821,16606,3
17821,16070,5
17821,15625,3
17821,14448,6
17821,14295,5
17821,13872,6
17821,13552,3
17821,13496,4
17821,13456,3
17821,13126,6
17821,13028,4
17821,12591,6
17821,12562,25
17821,12236,7
17821,10132,3
17870,168448,6
17870,159210,6
17870,159160,4
17870,156404,3
17870,154709,3
17870,152816,6
17870,35750,4
17870,29384,4
17870,28331,7
17870,25744,4
17870,24512,3
17870,22766,3
17870,21873,3
17870,21623,4
17870,21088,3
17870,20913,3
17870,20770,3
17870,20730,3
17870,20003,3
17870,19553,5
17870,18666,11
17870,18583,8
17870,17811,4
17870,17148,6
17870,17111,5
17870,15307,3
17870,15194,3
17870,14377,4
17870,14345,3
17870,13126,3
17870,12112,7
17870,11182,7
18166,166320,7
18166,154599,14
18166,101336,7
18166,27891,6
18166,27187,34
18166,24539,6
18166,24153,3
18166,24036,4
18166,23577,3
18166,23275,5
18166,22338,3
18166,21288,4
18166,16440,6
18166,14479,5
18166,14345,5
18166,14182,5
18166,13587,8
18166,11702,4
18166,11040,24
18166,10667,5
18166,10510,12
18453,166420,4
18453,159326,9
18453,156274,15
18453,152815,4
18453,35564,3
18453,25744,5
18453,25173,10
18453,25126,14
18453,23534,9
18453,22766,12
18453,21960,4
18453,20913,4
18453,20770,9
18453,20676,3
18453,19885,24
18453,19817,5
18453,19780,3
18453,19559,12
18453,19441,6
18453,19039,9
18453,19026,5
18453,18786,6
18453,18666,10
18453,17811,11
18453,17527,5
18453,16255,4
18453,15307,3
18453,11182,5
18609,43240,6
18609,23589,3
18609,21503,11
18609,20519,3
18609,18899,10
18609,18063,3
18609,16686,13
18609,16423,7
18609,15625,8
18609,13915,20
18609,13872,5
18609,13552,19
18609,13456,11
18609,12591,7
18609,12562,21
18609,12236,4
18609,11702,8
18609,11563,3
18718,162396,4
18718,28106,3
18718,26819,5
18718,25532,3
18718,24995,3
18718,24036,3
18718,22967,7
18718,20371,4
18718,19310,17
18718,19303,9
18718,17481,3
18718,16606,5
18718,14479,12
18718,14448,7
18718,14295,5
18718,13872,3
18718,13496,3
18718,12591,3
18718,12562,19
18718,12236,7
18718,11040,20
18718,10667,3
18718,10510,9
18718,10132,14
18956,166320,3
18956,166261,4
18956,153509,7
18956,35511,4
18956,33631,5
18956,30443,4
18956,28122,9
18956,27966,8
18956,27187,8
18956,25692,3
18956,24539,6
18956,24221,3
18956,23673,4
18956,21644,4
18956,20863,6
18956,20348,3
18956,20160,3
18956,19688,3
18956,18514,5
18956,17943,8
18956,16826,5
18956,16630,4
18956,16152,7
18956,16025,29
18956,14479,4
18956,13290,17
18956,12573,3
18956,10322,3
19527,171422,11
19527,159065,9
19527,155137,5
19527,154599,3
19527,29591,3
19527,28469,3
19527,27187,8
19527,24763,17
19527,24740,3
19527,24729,3
19527,23275,4
19527,22705,3
19527,21455,3
19527,21172,4
19527,20388,3
19527,19310,7
19527,19303,4
19527,17768,5
19527,17170,7
19527,17108,6
19527,15945,5
19527,14403,5
19527,14295,8
19527,14182,3
19527,13691,7
19527,13678,3
19527,13587,12
19527,13497,5
19527,13381,11
19527,13220,16
19527,13109,3
19527,13026,9
19527,12906,11
19527,12842,3
19527,12840,4
19527,12562,6
19527,11040,93
19527,10667,12
19527,10132,12
19527,10073,5
19545,172560,6
19545,166420,9
19545,154600,5
19545,43240,4
19545,41002,3
19545,35564,5
19545,29397,4
19545,28701,5
19545,28038,3
19545,25676,3
19545,25478,12
19545,24363,11
19545,24321,10
19545,24112,3
19545,23738,4
19545,21503,6
19545,20770,4
19545,19935,8
19545,18872,3
19545,18677,3
19545,18513,3
19545,15207,3
19545,14584,5
19545,14345,4
19545,14254,11
19545,14250,3
19545,13779,4
19545,11702,5
19545,11182,14
19545,11040,4
19747,102677,4
19747,43240,11
19747,22019,3
19747,21503,15
19747,21049,4
19747,20371,11
19747,18899,12
19747,18091,4
19747,16686,10
19747,16423,10
19747,15625,19
19747,14345,3
19747,13915,16
19747,13691,3
19747,13552,7
19747,13456,15
19747,12591,3
19747,12562,20
19747,11702,8
20043,154599,7
20043,101336,3
20043,27187,16
20043,24153,3
20043,23577,7
20043,22967,5
20043,21288,5
20043,14479,12
20043,13587,4
20043,11040,30
20043,10667,7
21037,194549,3
21037,172560,3
21037,166263,3
21037,154109,4
21037,101436,4
21037,43240,4
21037,25517,4
21037,24995,4
21037,22666,5
21037,20371,14
21037,19310,6
21037,19303,14
21037,18899,6
21037,18499,4
21037,18188,5
21037,18091,3
21037,18063,8
21037,17481,4
21037,16606,7
21037,16070,3
21037,15625,6
21037,14639,3
21037,14479,7
21037,14345,10
21037,13915,8
21037,13872,8
21037,13456,10
21037,12591,3
21037,12562,28
21037,12236,9
21037,10451,3
21037,10334,8
21037,10132,3
21308,33421186597,3
21308,157963,3
21308,157694,3
21308,155137,3
21308,154599,3
21308,101336,10
21308,28719,5
21308,28469,3
21308,27187,15
21308,25517,3
21308,24740,5
21308,24425,7
21308,24056,5
21308,24036,3
21308,23954,4
21308,23275,4
21308,22967,7
21308,21960,3
21308,21288,3
21308,20839,10
21308,20371,6
21308,19589,3
21308,19310,9
21308,19303,25
21308,18499,12
21308,18232,3
21308,18091,5
21308,17768,25
21308,16440,33
21308,14479,5
21308,14448,4
21308,14403,33
21308,14295,9
21308,14138,8
21308,13587,24
21308,13497,6
21308,13496,6
21308,13381,3
21308,13353,14
21308,13084,3
21308,13028,3
21308,13026,5
21308,12591,9
21308,12236,12
21308,11617,3
21308,11224,14
21308,11040,40
21308,10667,19
21308,10334,3
21308,10132,7
21395,172560,9
21395,166261,4
21395,158479,6
21395,158132,7
21395,157188,6
21395,68570,6
21395,41002,3
21395,30443,3
21395,28238,3
21395,28122,6
21395,27560,9
21395,26231,11
21395,24321,3
21395,24112,6
21395,23738,5
21395,23673,3
21395,23482,9
21395,22766,4
21395,20863,4
21395,20348,3
21395,19688,18
21395,19449,6
21395,18513,4
21395,17943,3
21395,16826,9
21395,16025,12
21395,15207,4
21395,14254,3
21395,13290,4
21395,12573,10
21425,174427,30
21425,172560,6
21425,166420,11
21425,159326,14
21425,159246,3
21425,159210,3
21425,158788,6
21425,156274,4
21425,154600,9
21425,153509,15
21425,153224,3
21425,68570,4
21425,43240,10
21425,41002,4
21425,36986,10
21425,35564,12
21425,30443,3
21425,30239,4
21425,28469,3
21425,27092,7
21425,25744,6
21425,25158,3
21425,24729,4
21425,23969,3
21425,23589,27
21425,23482,5
21425,22766,16
21425,22469,4
21425,22019,8
21425,21713,6
21425,21503,10
21425,21240,11
21425,21049,3
21425,20839,10
21425,20770,5
21425,19780,4
21425,19688,9
21425,19026,4
21425,18666,5
21425,18544,3
21425,18091,8
21425,17943,8
21425,17811,3
21425,16826,7
21425,16686,4
21425,16630,5
21425,16240,4
21425,16214,4
21425,15900,3
21425,15307,7
21425,14410,4
21425,14403,10
21425,14250,9
21425,13779,12
21425,12889,59
21425,12845,3
21425,12573,8
21425,11917,37
21425,11040,4
21556,166420,10
21556,25173,4
21556,24664,3
21556,23709,3
21556,23534,11
21556,21627,3
21556,21240,4
21556,19885,26
21556,18786,17
21556,18583,4
21556,18283,5
21556,17822,4
21556,17148,4
21556,16686,5
21556,11182,36
21572,171422,4
21572,158132,6
21572,157188,4
21572,101336,9
21572,33512,3
21572,27891,4
21572,27187,7
21572,26372,3
21572,25517,4
21572,24425,7
21572,24036,3
21572,23954,8
21572,23482,3
21572,22967,31
21572,22338,6
21572,19303,18
21572,19036,8
21572,18499,3
21572,17768,7
21572,16440,20
21572,15276,3
21572,14479,3
21572,14403,14
21572,14182,3
21572,13496,6
21572,13026,4
21572,12591,3
21572,12562,4
21572,12236,3
21572,12130,3
21572,11040,56
21572,10667,29
21572,10510,5
21572,10451,7
21572,10334,3
21968,168448,11
21968,43933,4
21968,35750,4
21968,30443,6
21968,30239,3
21968,25744,4
21968,25158,3
21968,20913,3
21968,20670,9
21968,19885,4
21968,19780,3
21968,19449,3
21968,18872,3
21968,18666,3
21968,18583,4
21968,18513,10
21968,17723,4
21968,17111,4
21968,16454,9
21968,15440,7
21968,15207,3
21968,14377,6
21968,12112,7
21968,11917,4
21968,11182,4
23675,174427,5
23675,159160,4
23675,158788,4
23675,154600,5
23675,153509,10
23675,153224,11
23675,152816,6
23675,152815,4
23675,101335,3
23675,41002,9
23675,30239,9
23675,28122,5
23675,27092,7
23675,26504,3
23675,25744,4
23675,25692,4
23675,25241,3
23675,24729,5
23675,23738,3
23675,23275,6
23675,21573,3
23675,20770,4
23675,19884,6
23675,19688,3
23675,19615,5
23675,18719,5
23675,18666,4
23675,18514,16
23675,18513,5
23675,17943,3
23675,17631,3
23675,17589,5
23675,17170,5
23675,16826,8
23675,16630,9
23675,16423,6
23675,16240,9
23675,16214,4
23675,16152,11
23675,15600,4
23675,15307,19
23675,14410,5
23675,14403,4
23675,13616,3
23675,13290,7
23675,12889,43
23675,12562,4
23675,11917,4
23675,11040,5
23788,166263,4
23788,155137,5
23788,102678,3
23788,42067,3
23788,28719,13
23788,28469,4
23788,27187,9
23788,26819,5
23788,26372,5
23788,26137,3
23788,25517,9
23788,24740,8
23788,24729,3
23788,24425,4
23788,24036,3
23788,23007,3
23788,22967,9
23788,22705,10
23788,21960,6
23788,20839,11
23788,20371,17
23788,20253,4
23788,19884,4
23788,19310,7
23788,19303,26
23788,18899,7
23788,18499,10
23788,17768,35
23788,16440,26
23788,14448,5
23788,14410,5
23788,14403,13
23788,14295,9
23788,14138,9
23788,13872,6
23788,13587,18
23788,13497,6
23788,13496,3
23788,13381,6
23788,13377,3
23788,13353,14
23788,13028,3
23788,12591,17
23788,12562,4
23788,12236,16
23788,11617,5
23788,11224,6
23788,11040,26
23788,10667,11
23788,10334,3
23788,10132,19
23788,33421186597,5
24953,168448,4
24953,35750,6
24953,35564,4
24953,25744,4
24953,25173,5
24953,25158,3
24953,23534,3
24953,21240,4
24953,21049,5
24953,20730,3
24953,19885,12
24953,18899,3
24953,18786,13
24953,18583,4
24953,18283,5
24953,17822,4
24953,17148,4
24953,17111,9
24953,16255,4
24953,15945,5
24953,15440,6
24953,14254,3
24953,11182,20
25898,168448,10
25898,166420,14
25898,154709,3
25898,152815,3
25898,35750,6
25898,28038,4
25898,25744,8
25898,25126,4
25898,22766,3
25898,21088,3
25898,21049,3
25898,20770,5
25898,19885,7
25898,18786,3
25898,18666,5
25898,18583,7
25898,18283,3
25898,17148,7
25898,17111,9
25898,16255,4
25898,15440,4
25898,15194,3
25898,14377,5
25898,14016,3
25898,13126,3
25898,11917,3
25898,11182,11
27360,166420,20
27360,154600,7
27360,41002,4
27360,36986,7
27360,35564,4
27360,30239,3
27360,25478,18
27360,25173,7
27360,25158,11
27360,25126,7
27360,24363,6
27360,24321,3
27360,23534,3
27360,22766,4
27360,22019,4
27360,21503,3
27360,21049,6
27360,20670,4
27360,19039,3
27360,18719,3
27360,18513,4
27360,17822,3
27360,15207,8
27360,14410,10
27360,14254,5
27360,14250,3
27360,13779,7
27360,11917,4
27360,11702,6
27360,11182,9
27455,166420,3
27455,154600,4
27455,35750,7
27455,35564,7
27455,25744,4
27455,25478,11
27455,25173,5
27455,25158,3
27455,24321,3
27455,22019,5
27455,21240,5
27455,21049,4
27455,20770,3
27455,20730,5
27455,19935,3
27455,19885,9
27455,19039,8
27455,18786,5
27455,17822,5
27455,16700,4
27455,15945,3
27455,15440,5
27455,15207,6
27455,14410,6
27455,14254,3
27455,11702,5
27455,11182,18
27548,172560,9
27548,166263,4
27548,43240,11
27548,24363,6
27548,21503,7
27548,21049,3
27548,20839,5
27548,20371,14
27548,18188,10
27548,16512,3
27548,14479,8
27548,14345,4
27548,14138,3
27548,13456,6
27548,12591,3
27548,12562,8
27548,10451,3
28632,154861,8
28632,43240,9
28632,36986,6
28632,35750,3
28632,35564,4
28632,27273,4
28632,25478,27
28632,25173,4
28632,24363,6
28632,23534,5
28632,22019,6
28632,21503,10
28632,21240,5
28632,19885,14
28632,18899,11
28632,18786,17
28632,17606,4
28632,16686,6
28632,16602,3
28632,16423,4
28632,16255,3
28632,14410,18
28632,14254,9
28632,11182,19
28808,155137,4
28808,154599,4
28808,101336,5
28808,27891,11
28808,27187,41
28808,26518,6
28808,26372,3
28808,24763,5
28808,24740,3
28808,24539,15
28808,23275,8
28808,22967,3
28808,22338,3
28808,16440,11
28808,14479,14
28808,14182,4
28808,13587,15
28808,12236,5
28808,11702,3
28808,11040,23
28808,10667,11
28808,10510,4
28999,102678,4
28999,29571,6
28999,25532,7
28999,24763,3
28999,21455,6
28999,21172,3
28999,19653,5
28999,13587,7
28999,13109,8
28999,11040,7
28999,10510,4
30901,166420,5
30901,36986,4
30901,35564,5
30901,30239,3
30901,25478,12
30901,24664,3
30901,24363,5
30901,23534,8
30901,21240,5
30901,21049,5
30901,20143,3
30901,19885,9
30901,18899,6
30901,18786,22
30901,17822,4
30901,17111,5
30901,16255,12
30901,15945,3
30901,15207,4
30901,14410,3
30901,14254,3
30901,11182,23
31320,157281,3
31320,154861,4
31320,29571,4
31320,27429,3
31320,24995,7
31320,23709,13
31320,23434,10
31320,23208,11
31320,22705,8
31320,22080,6
31320,21703,9
31320,21455,8
31320,21418,4
31320,21208,4
31320,21164,8
31320,21064,3
31320,20677,5
31320,20388,5
31320,19653,6
31320,19589,3
31320,19036,8
31320,18164,8
31320,17508,5
31320,16606,8
31320,15276,3
31320,13872,3
31320,13678,3
31320,13377,9
31320,13353,3
31320,13220,4
31320,13126,5
31320,12840,7
31320,12656,10
31320,12562,14
31320,11040,27
31320,10366,28
31320,10132,6
31320,10073,36
32029,163396,7
32029,159160,5
32029,152815,3
32029,28331,3
32029,24483,5
32029,23475,8
32029,22406,17
32029,22301,7
32029,20730,9
32029,19817,26
32029,19553,21
32029,19039,5
32029,17589,12
32029,16455,3
32029,16214,10
32029,13350,4
32029,12858,4
32394,159326,3
32394,158788,3
32394,153509,3
32394,41002,6
32394,28122,5
32394,27966,3
32394,26372,3
32394,24729,4
32394,24221,6
32394,23673,8
32394,23475,3
32394,22641,7
32394,22406,3
32394,19935,4
32394,19688,7
32394,17943,10
32394,17589,4
32394,16826,11
32394,16630,5
32394,16214,8
32394,16152,6
32394,16025,20
32394,13290,3
32394,13126,3
32394,12562,3
32394,11182,7
32641,159325,8
32641,158788,3
32641,155137,18
32641,101336,3
32641,27187,6
32641,26053,8
32641,25241,9
32641,24539,8
32641,24512,3
32641,24483,3
32641,24045,7
32641,23475,7
32641,23275,13
32641,22641,8
32641,22406,14
32641,22301,5
32641,21713,5
32641,21573,5
32641,21396,8
32641,19653,3
32641,19615,4
32641,19553,3
32641,19157,3
32641,18490,9
32641,16214,4
32641,16152,4
32641,16025,16
32641,13587,5
32641,13496,13
32641,13350,10
32641,13109,23
36065,172560,5
36065,166261,5
36065,159326,3
36065,158132,5
36065,153509,7
36065,68570,4
36065,35511,3
36065,33631,4
36065,28122,4
36065,27560,3
36065,27187,3
36065,27092,4
36065,26231,7
36065,25676,5
36065,24221,8
36065,23738,5
36065,23589,3
36065,23482,8
36065,22881,3
36065,20863,3
36065,19935,8
36065,19688,20
36065,19449,3
36065,18513,7
36065,17943,9
36065,16826,7
36065,16770,10
36065,16025,27
36065,15207,3
36065,14377,6
36065,14254,3
36065,12573,4
36065,11702,5
100774,166261,5
100774,163396,10
100774,159210,6
100774,159160,5
100774,157652,3
100774,154709,5
100774,100541,4
100774,29384,5
100774,28331,5
100774,24221,5
100774,23969,4
100774,21873,6
100774,21623,3
100774,19884,3
100774,19817,3
100774,18513,3
100774,17078,3
100774,15900,4
100774,14377,3
100774,13290,3
100774,13126,5
100774,13094,3
100774,12112,3
176738,154599,6
176738,101336,3
176738,27187,4
176738,26518,5
176738,22967,6
176738,16440,4
176738,13496,3
176738,11040,20
176738,10667,5
176738,10510,10
176738,10451,4
176738,10334,9
15646,28719,3
15646,28106,6
15646,24763,3
15646,22705,3
15646,19310,6
15646,16606,7
15646,14479,3
15646,14448,12
15646,14295,7
15646,13497,3
15646,13496,4
15646,13377,4
15646,12842,5
15646,12562,17
15646,11040,12
15646,10510,4
15646,10366,8
15646,10132,19
15884,157694,6
15884,155137,3
15884,154219,5
15884,102678,10
15884,29591,7
15884,29571,9
15884,27187,11
15884,26053,7
15884,25532,4
15884,23709,4
15884,23275,5
15884,23128,3
15884,21172,3
15884,17497,9
15884,17170,4
